Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name,Super Category Name,Comment ,Quantity ,Unit ,Unit Price ,Amount,Source  
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000092,Sriracha Chicken & Avocado Wrap,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,2,PCS,139.36,278.71,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000107,Parsley Chopped,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,20,GM,0.46,9.2,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000114,Tomato Salsa,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,40,GM,0.17,6.73,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000112,Basil Pesto Sauce,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,90,GM,0.73,65.35,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000115,Sour Cream,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,90,GM,0.34,30.34,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000153,Chocochip Berliner,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,73.57,73.57,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000091,Oven Roasted Tomato Basil & Bocconcini Cheese Pide Base,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,31.06,31.06,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000077,Chipotle Chicken Mozzarella Pide Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,80.8,80.8,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000155,Korean Bun Filled,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,89.67,89.67,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,21-11-2025,189,RAW0000152,Korean Chicken Bun,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,102.4,102.4,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,20-11-2025,188,RAW0000005,Beans - Ethiopian Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,Machine Calibration,18,GM,3.16,56.95,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,20-11-2025,188,RAW0000014,Milk - Regular,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,Machine Calibration,1800,GM,0.07,131.63,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,20-11-2025,188,RAW0000002,Beans - Volcano Blend,RM BEVERAGES - BEANS,RAW MATERIAL,Machine Calibration,36,GM,0.81,29.04,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,20-11-2025,188,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,Machine Calibration,18,GM,0.84,15.09,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000014,Milk - Regular,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,Food Wastage,2400,GM,0.07,175.5,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000004,Beans - Ethiopian Blend,RM BEVERAGES - BEANS,RAW MATERIAL,Machine Calibration,36,GM,1.12,40.19,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000002,Beans - Volcano Blend,RM BEVERAGES - BEANS,RAW MATERIAL,Machine Calibration,18,GM,0.81,14.52,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,Machine Calibration,36,GM,0.84,30.17,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000118,Grated Parmesan Cheese,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,95,GM,3.53,335.77,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000151,Basil and Oven Dried Tomato Pinwheel,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,48.91,48.91,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000089,Arabica Cold Brew Tiramisu,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,2,PCS,155.94,311.87,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000088,Nolen Gur Banoffee Jar,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,78.88,78.88,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000098,Sea Salt Caramel Brookie,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,67.76,67.76,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000153,Chocochip Berliner,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,3,PCS,73.57,220.72,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000104,Rocky Road & Pecan Muffin,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,2,PCS,105.68,211.35,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000152,Korean Chicken Bun,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,2,PCS,102.41,204.81,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000115,Sour Cream,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,100,GM,0.34,33.71,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000136,Mexican Rice Mix,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,750,GM,0.2,147.3,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000119,Blanched Broccoli Floret,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,100,GM,0.48,47.65,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000113,Broccomole,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,200,GM,0.47,94.09,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000111,Chipotle Mayo,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,70,GM,0.28,19.53,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000112,Basil Pesto Sauce,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,80,GM,0.73,58.09,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000107,Parsley Chopped,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,45,GM,0.46,20.71,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000080,Roasted Chicken Mac & Cheese,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,70,GM,0.79,55.4,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000078,Chipotle Chicken,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,200,GM,0.87,174.62,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000092,Sriracha Chicken & Avocado Wrap,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,5,PCS,139.35,696.76,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000077,Chipotle Chicken Mozzarella Pide Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,2,PCS,80.8,161.6,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000086,Garlic Mushroom & Caramelized Onion Melt,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,2,PCS,115.15,230.29,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Neeraj Singh,19-11-2025,187,RAW0000091,Oven Roasted Tomato Basil & Bocconcini Cheese Pide Base,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,Food Passed Shelf-Life,1,PCS,31.06,31.06,,
