Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name ,Super Category Name ,Comment ,Quantity ,Unit ,Unit Price ,Sub Total ,Source ,
Warehouse Mumbai,Warehouse,Nayan Patil,9-10-2025,1,CAP0000001,Cup Sealing Machine- Cms-Tb-V1,BOH OTHER EQUIPMENT,CAPEX,-,0,PCS..,0,0,,
