Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name ,Super Category Name ,Comment ,Quantity ,Unit ,Unit Price ,Sub Total ,Source ,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000062,Fizzy - Gingerale,RM BEVERAGES - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000016,Milk - Soya,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,0,PKT(180ML/180GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PKG0000032,Disposable - Tissue Paper,DISPOSABLE PACKAGING - TISSUE PAPER,DISPOSABLE TAKE AWAY PACKAGING,-,0,PKT(100PCS),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000053,Tea Bag - Chamomile And Lemon Grass,RM BEVERAGES - TEA BAGS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000023,Biodegradable Garbage Bag Blue (Small),CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000008,Cup And Saucer Set - 08Oz,CROCKERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000024,Cold Coffee Can - Irish,RTD COLD COFFEE - BOTTLE/CAN,RETAIL,-,0,CAN,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000020,Suma Sink Det Easypack D1.8,CLEANING CHEMICALS - POWDERS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000009,Cup And Saucer Set - 12Oz,CROCKERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000046,Coffee Almond Shots - 40 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000005,Pasta Bowl,CROCKERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000054,Tea Bag - Indian Masala,RM BEVERAGES - TEA BAGS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000019,Striped Tall Glass - Set Of 6,GLASSWARE,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000043,Coffee Powder - Coffeeccino,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000024,Biodegradable Garbage Bag Green (Big),CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000015,Milk - Oat,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,0,PKT(200ML/200GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000014,Dinner Knife,CUTLERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000016,Dinner Fork,CUTLERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000023,Cold Coffee Can - Vietnamese,RTD COLD COFFEE - BOTTLE/CAN,RETAIL,-,0,CAN,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000007,Instant Classic Coffee Jar - 50Gm,INSTANT COFFEE - DRY,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000015,Dinner Spoon,CUTLERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000020,Crystal Tall Flow Geo Glass - Set Of 6,GLASSWARE,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000044,Chocolate Cashew - 40 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000007,Dinner Plate,CROCKERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000042,The Ultimate Sweet Crunchy Nut Mix - 70 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000048,Masala Cashew - 40 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000026,Ice Tea - Lavender,RTD ICE TEAS - BOTTLE/CAN,RETAIL,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,KIA0000019,Bullet Menu Card Holder - Small,FOOD DISPLAY ACCESSORIES,KITCHEN ACCESSORIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000022,Biodegradable Garbage Bag Blue (Big),CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000006,Cup And Saucer Set - 04Oz,CROCKERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000021,Cold Brew - Cinnamon,RTD COLD BREW - BOTTLE/CAN,RETAIL,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000063,Ketchup,RM FOOD - CONDIMENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,STC0000004,Kot Roll - 30Mtr,STATIONARY,STORE CONSUMABLES,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000017,Milk - Almond,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,0,PKT(180ML/180GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000045,Hazelnut Chocolate Shots - 40 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000207,Cambro Trays (Rectangular),SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000047,Masala Almond - 40 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000010,Dip Bowl,CROCKERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000017,Tea Spoon,CUTLERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000002,Beans - Volcano Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000019,Milk - Milk Maid,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,0,PKT(380ML/380GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000020,Cold Brew - French Vanilla,RTD COLD BREW - BOTTLE/CAN,RETAIL,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000222,Storage Jar - Milk,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000025,Chocolate Powder - Hot,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000019,Bkr Tube Jar With Cork Lid 50Ml,PACKED COFFEE BEANS,RETAIL,-,0,BTL,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000018,Demitasse Spoon,CUTLERY,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PPD0000027,Standup Volcano Blend - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PPD0000029,Standup Global Blend Ethiopia - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,STC0000051,Badges - Champion - Ci,STATIONARY,STORE CONSUMABLES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PPD0000028,Standup Single Estate Ethiopia - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000017,Coffee Mug - Classic - Coffee,MUGS/CUPS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000035,Iced Tea Powder - Green Apple,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000037,Iced Tea Powder - Peach Paradise,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000018,Milk - Skimmed,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,0,PKT(1L/930GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000034,Chocolate Powder - 0% Sugar,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000036,Iced Tea Powder - Classic Lemon,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000044,Milkshake Powder - Cheesecake,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000033,Chocolate Powder - Strawberry,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000027,Granita Powder - Strawberry,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000042,Granita Powder - Peach,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PPD0000008,Menu Cards A4 Double Sided On 300 Gsm,CUSTOMISED PRINTING SOLUTIONS,PACKAGING FOR PRODUCT DEVELOPMENT,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000029,Milkshake Powder - Strawberry,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000031,Chocolate Powder - Hazelnut,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PPD0000026,Standup Single Estate Kenya - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PPD0000030,Standup Global Blend Kenya - Empty Pouch 75 Gms,POUCHES/SACHETS,PACKAGING FOR PRODUCT DEVELOPMENT,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000043,Chocolate Almond - 40 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000052,Sipper - Cylindrical Long White,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000040,Refresh Tea - Peach,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000010,Pack Of 30 Sachets Of Instant Coffee,INSTANT COFFEE - DRY,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000012,Tote Bag,LIFESTYLE ACCESSORIES,RETAIL,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,STC0000053,Books,STATIONARY,STORE CONSUMABLES,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000128,Quadre Mug 300Ml Set Of 12,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000054,Water Bottle - Ebony - Black,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000009,Assorted 30 Sachet Box Of Flavoured Instant Coffee,INSTANT COFFEE - DRY,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000025,Spanish Bombon Glass 04 oz,GLASSWARE,CROCKERY & CUTLERY,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000053,Water Bottle - Ebony - Olive Green,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000141,Potato Chips,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,PKT(75GM),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000016,Coffee Mug - Classic - Celeste - Light Green,MUGS/CUPS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000056,Sipper Glass - 350 Ml - Coffee,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000060,Hoodie - M,WINTER GARMENTS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,SAN0000025,Biodegradable Garbage Bag Green (Small),CLEANING CONSUMABLES - GARBAGE BAGS/GLUE PADS,SANITATION HOUSEKEEPING & CLEANING SUPPLIES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000004,Beans - Ethiopian Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000003,Beans - Kenya Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000050,Sipper - Glass With Grey Sleeve,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000057,Sr Sipper Glass - 350 Ml - Innocent - Light Pink,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000022,Cold Brew - Whiskey Barrel,RTD COLD BREW - BOTTLE/CAN,RETAIL,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000010,Crema - Base - Rich Cream,RM BEVERAGES - GARNISHING,RAW MATERIAL,-,0,PKT(2KG),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000086,Garlic Mushroom & Caramelized Onion Melt,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000093,Korean Chilli Garlic Mushroom Puff Base,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000095,Smoked Cottage Cheese Wrap,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000101,Jaggery Cinnamon Tea Cake,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000006,Instant Classic Coffee Jar - 100Gm,INSTANT COFFEE - DRY,RETAIL,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000008,Pourover Assorted Box Of 5 Sachets,INSTANT COFFEE - DRY,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000015,Comfy Cup - Innocent - Light Pink,MUGS/CUPS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,STC0000001,Potted Plants,DECOR - LIVE PLANTS,STORE CONSUMABLES,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000007,Popping Boba - Cafe,RM BEVERAGES - BOBA,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000032,Chocolate Powder - Salted Caramel,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000039,Refresh Tea - Mango,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000074,New Yorkshire Baked Cheesecake,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000075,Herb Chicken Open Puff Base,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000085,Meatball Melts,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000090,Pecan & Date Tea Cake,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000025,Ice Tea - Peach,RTD ICE TEAS - BOTTLE/CAN,RETAIL,-,0,PCS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000041,The Ultimate Trail Mix - 70 Gms,RTE - SNACKS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000055,Sipper Glass - 350 Ml - Celeste -Light Green,SIPPERS/BOTTLES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000041,Granita Powder - Pineapple Mango,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000134,Creamer For Tea,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,PKG0000031,Kitchen Roll 1 Kg,DISPOSABLE PACKAGING - KITCHEN ROLL,DISPOSABLE TAKE AWAY PACKAGING,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CNC0000024,Mexicana Coupe Glass - Set Of 6,GLASSWARE,CROCKERY & CUTLERY,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000005,Beans - Ethiopian Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000028,Milkshake Powder - Chocolate,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000072,Herb Roasted Chicken Toastie,RM FOOD - NON VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000084,Butter Croissant,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000062,Hoodie - Xl,WINTER GARMENTS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000014,Comfy Cup - Coffee,MUGS/CUPS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000013,Ice Cream Vanilla - Amul,RM BEVERAGES - ICE CREAMS,RAW MATERIAL,-,0,BRICK(4LTR/2.240KG),0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000038,Refresh Tea - Lime & Ginger,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000009,Popping Boba - Peach,RM BEVERAGES - BOBA,RAW MATERIAL,-,0,KG,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000091,Oven Roasted Tomato Basil & Bocconcini Cheese Pide Base,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000092,Sriracha Chicken & Avocado Wrap,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000099,Mushroom & Scrambled Egg White Broccomole Bagel,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000100,Roasted Tomato & Bocconcini Croissant,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000103,Chipotle Paneer Bhurji Broccomole On Ciabatta Toast,RM FOOD - VEG INGREDIENTS,RAW MATERIAL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000011,Cork Diary,LIFESTYLE ACCESSORIES,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000013,Comfy Cup - Celeste - Light Green,MUGS/CUPS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RET0000018,Coffee Mug - Classic - Innocent - Light Pink,MUGS/CUPS,RETAIL,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,CAP0000106,Whipped Cream Dispenser 500 Ml,SMALLWARE,CAPEX,-,0,NOS,0,0,,
Coffee Island HQ-27,Coffee Island HQ-27 Main Store,Coffee island,1-5-2025,4,RAW0000024,Protein Powder - Cookie & Cream,RM BEVERAGES - POWDERS,RAW MATERIAL,-,0,KG,0,0,,
