Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name,Super Category Name,Comment ,Quantity ,Unit ,Unit Price ,Amount,Source  
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000057,Sugar - Sachet - Brown (5Gm),RM BEVERAGES - VEG INGREDIENTS,RAW MATERIAL,-,1200,PCS,0.95,1134,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000056,Sugar Sachets (White),RM BEVERAGES - VEG INGREDIENTS,RAW MATERIAL,-,100,PCS,0.84,84,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000055,Tea Bag - English Breakfast,RM BEVERAGES - TEA BAGS,RAW MATERIAL,-,58,PCS,7.35,426.3,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000054,Tea Bag - Indian Masala,RM BEVERAGES - TEA BAGS,RAW MATERIAL,-,47,PCS,7.88,370.13,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000053,Tea Bag - Chamomile And Lemon Grass,RM BEVERAGES - TEA BAGS,RAW MATERIAL,-,42,PCS,8.4,352.8,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000019,Milk - Milk Maid,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,6400,GM,0.33,2089.19,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000018,Milk - Skimmed,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,16095,GM,0.08,1315.27,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000017,Milk - Almond,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,14900,GM,0.29,4295.82,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000016,Milk - Soya,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,16400,GM,0.19,3061.33,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000015,Milk - Oat,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,7320,GM,0.27,1944.32,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000014,Milk - Regular,RM BEVERAGES - MILK PRODUCTS,RAW MATERIAL,-,175110,GM,0.07,12997.93,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000010,Crema - Base - Rich Cream,RM BEVERAGES - GARNISHING,RAW MATERIAL,-,10092,GM,0.21,2084,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000009,Popping Boba - Peach,RM BEVERAGES - BOBA,RAW MATERIAL,-,4648,GM,0.7,3270.44,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000008,Popping Boba - Passionfruit,RM BEVERAGES - BOBA,RAW MATERIAL,-,2956,GM,0.84,2486.72,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000007,Popping Boba - Cafe,RM BEVERAGES - BOBA,RAW MATERIAL,-,6741,GM,0.64,4311.26,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000006,Beans - Kenya Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,-,22283,GM,3.64,81032.05,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000005,Beans - Ethiopian Single Estate,RM BEVERAGES - BEANS,RAW MATERIAL,-,5824,GM,3.16,18427.12,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000004,Beans - Ethiopian Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,8168,GM,1.12,9119.54,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000003,Beans - Kenya Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,8068,GM,1.15,9262.04,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000002,Beans - Volcano Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,21452,GM,0.81,17306.33,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,RAW0000001,Beans - Master Blend,RM BEVERAGES - BEANS,RAW MATERIAL,-,19490,GM,0.84,16337.42,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,PKG0000023,Disposable - Stirrer,DISPOSABLE PACKAGING - BEVERAGES - WOODEN STIRRER,DISPOSABLE TAKE AWAY PACKAGING,-,100,PCS,0.13,12.98,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,PKG0000021,Disposable - Straw - 12Mm,DISPOSABLE PACKAGING - BEVERAGES - STRAW,DISPOSABLE TAKE AWAY PACKAGING,-,380,PCS,1.53,582.92,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,PKG0000020,Disposable - Straw - 08Mm,DISPOSABLE PACKAGING - BEVERAGES - STRAW,DISPOSABLE TAKE AWAY PACKAGING,-,0,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,PKG0000018,Disposable - Lid (Hot) 08Oz,DISPOSABLE PACKAGING - BEVERAGES - LIDS,DISPOSABLE TAKE AWAY PACKAGING,-,295,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Deepanshu Kahrana,31-7-2025,51,PKG0000017,Disposable - Lid (Hot) 12Oz,DISPOSABLE PACKAGING - BEVERAGES - LIDS,DISPOSABLE TAKE AWAY PACKAGING,-,420,PCS,4.66,1957.62,,
