Deployment Name ,Store/Kitchen Name ,User Name ,Date,Transaction Number ,Item Code ,Item Name ,Category Name,Super Category Name,Comment ,Quantity ,Unit ,Unit Price ,Amount,Source  
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000017,Tea Spoon,CUTLERY,CROCKERY & CUTLERY,-,48,PCS,29.5,1416,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000016,Dinner Fork,CUTLERY,CROCKERY & CUTLERY,-,48,PCS,45.73,2194.8,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000015,Dinner Spoon,CUTLERY,CROCKERY & CUTLERY,-,48,PCS,45.73,2194.8,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000014,Dinner Knife,CUTLERY,CROCKERY & CUTLERY,-,48,PCS,80.15,3846.99,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000010,Dip Bowl,CROCKERY,CROCKERY & CUTLERY,-,12,PCS,131.04,1572.48,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000009,Cup And Saucer Set - 12Oz,CROCKERY,CROCKERY & CUTLERY,-,22,PCS,349.44,7687.68,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000008,Cup And Saucer Set - 08Oz,CROCKERY,CROCKERY & CUTLERY,-,45,PCS,333.76,15019.2,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000007,Dinner Plate,CROCKERY,CROCKERY & CUTLERY,-,48,PCS,311.36,14945.28,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000006,Cup And Saucer Set - 04Oz,CROCKERY,CROCKERY & CUTLERY,-,43,PCS,285.6,12280.8,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000005,Pasta Bowl,CROCKERY,CROCKERY & CUTLERY,-,23,PCS,364,8372,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CNC0000004,Salad Plate,CROCKERY,CROCKERY & CUTLERY,-,46,PCS,205.09,9434.34,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000285,Boba Stainer,SMALLWARE,CAPEX,-,1,PCS,78.4,78.4,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000222,Storage Jar - Milk,SMALLWARE,CAPEX,-,0,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000219,Ice Bucket,SMALLWARE,CAPEX,-,1,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000207,Cambro Trays (Rectangular),SMALLWARE,CAPEX,-,24,PCS,236,5664,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000206,Salver (Round - 14),SMALLWARE,CAPEX,-,1,PCS,218.3,218.3,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000198,Pvc Condiment Organiser 11 Compartment,SMALLWARE,CAPEX,-,0,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000111,Bar Spoon,SMALLWARE,CAPEX,-,1,PCS,47.2,47.2,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000110,Strainer Bar Strainer,SMALLWARE,CAPEX,-,1,PCS,88.5,88.5,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000107,Cinnamon Sprinkler,SMALLWARE,CAPEX,-,2,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000106,Whipped Cream Dispenser 500 Ml,SMALLWARE,CAPEX,-,2,PCS,4720,9440,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000105,Whipped Cream Dispenser 1000 Ml,SMALLWARE,CAPEX,-,1,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000134,Creamer For Tea,SMALLWARE,CAPEX,-,0,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000133,Boston Shaker,SMALLWARE,CAPEX,-,1,PCS,336,336,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000132,Jug,SMALLWARE,CAPEX,-,0,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000131,Thermometer,SMALLWARE,CAPEX,-,2,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000130,Tong,SMALLWARE,CAPEX,-,1,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,CAP0000129,Spatula 8*4,SMALLWARE,CAPEX,-,1,PCS,0,0,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000015,Plastic Transparent Bowl,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,-,147,PCS,8.74,1285.34,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000014,Disposable - Paper Cup 16Oz,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,-,712,PCS,7.02,4998.95,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000013,Disposable - Paper Cup 12Oz,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,-,726,PCS,5.86,4257.7,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000012,Disposable - Paper Cup 08Oz,DISPOSABLE PACKAGING - BEVERAGES - CUPS,DISPOSABLE TAKE AWAY PACKAGING,-,956,PCS,5.55,5301.98,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,PKG0000011,Disposable - Sealing Foil,DISPOSABLE PACKAGING - BEVERAGES - CUP SEALING FOIL,DISPOSABLE TAKE AWAY PACKAGING,-,651,PCS,1.18,768.18,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000145,J1 Matcha Powder,RM BEVERAGES - POWDERS,RAW MATERIAL,-,290,GM,5.89,1708.58,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000043,Coffee Powder - Coffeeccino,RM BEVERAGES - POWDERS,RAW MATERIAL,-,7710,GM,0.93,7187.26,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000040,Refresh Tea - Peach,RM BEVERAGES - POWDERS,RAW MATERIAL,-,4690,GM,1.01,4759.41,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000039,Refresh Tea - Mango,RM BEVERAGES - POWDERS,RAW MATERIAL,-,4650,GM,0.97,4499.34,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000036,Iced Tea Powder - Classic Lemon,RM BEVERAGES - POWDERS,RAW MATERIAL,-,3490,GM,0.43,1511.38,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000035,Iced Tea Powder - Green Apple,RM BEVERAGES - POWDERS,RAW MATERIAL,-,3410,GM,0.45,1521,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000034,Chocolate Powder - 0% Sugar,RM BEVERAGES - POWDERS,RAW MATERIAL,-,4510,GM,1.23,5529.35,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000033,Chocolate Powder - Strawberry,RM BEVERAGES - POWDERS,RAW MATERIAL,-,2650,GM,0.78,2066.95,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000031,Chocolate Powder - Hazelnut,RM BEVERAGES - POWDERS,RAW MATERIAL,-,4200,GM,0.95,3989.58,,
Coffee Island GK II,Coffee Island GK Kitchen Store,Ansh Kumar,31-8-2025,81,RAW0000029,Milkshake Powder - Strawberry,RM BEVERAGES - POWDERS,RAW MATERIAL,-,740,GM,0.47,349.28,,
